gameId,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redRiftHeralds,blueWins,blueKd/a,redKd/a,D_'AIR_DRAGON'_None_,D_'EARTH_DRAGON'_None_,D_'FIRE_DRAGON'_None_,D_'WATER_DRAGON'_None_,D__None_'AIR_DRAGON',D__None_'EARTH_DRAGON',D__None_'FIRE_DRAGON',D__None_'WATER_DRAGON',D__None__None_,T_'BOT_LANE'_None_,T_'MID_LANE'_None_,T_'TOP_LANE'_None_,T__None_'BOT_LANE',T__None_'MID_LANE',T__None_'TOP_LANE',T__None__None_
4183464294,16377,2867,33,6.6,171,43,0,8,11,9,16,5,0,0,0,0,0,0,0,0,19489,1904,37,7.4,208,59,0,11,8,13,16,2,0,0,0,0,0,0,0,0,0,1.5454545454545454,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4021048221,18198,2883,35,7.0,240,41,0,8,3,11,17,6,0,0,0,0,0,0,0,0,14449,1424,34,6.8,221,56,0,3,8,0,16,3,0,0,0,0,0,0,0,0,1,6.333333333333333,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4180463082,13973,2153,33,6.6,224,35,0,2,9,1,16,9,0,0,0,0,0,0,0,0,16929,3094,35,7.0,212,54,0,9,2,7,70,8,0,0,0,0,0,0,0,1,0,0.3333333333333333,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4214521099,13846,2096,32,6.4,208,48,0,1,5,2,12,4,0,0,0,0,0,0,0,0,17424,2489,36,7.2,266,48,0,5,1,8,22,1,0,0,0,0,0,0,0,0,0,0.6,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4157630348,21529,2359,33,6.6,180,27,0,19,9,39,22,2,0,0,0,0,0,0,0,0,17114,2179,30,6.0,164,40,0,9,19,12,11,5,0,0,0,0,0,0,0,0,1,6.444444444444445,1.105263157894737,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4088489111,17039,1914,35,7.0,221,61,0,8,7,6,23,6,0,0,0,0,0,0,0,1,16992,1982,35,7.0,233,59,0,7,8,5,19,3,0,0,0,0,0,0,0,0,1,2.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4133058795,16593,2168,36,7.2,251,44,0,6,4,7,14,2,0,0,0,0,0,0,0,0,16540,4215,35,7.0,255,62,0,4,6,5,15,6,0,0,0,0,0,0,0,0,0,3.25,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4162803552,16248,3423,34,6.8,196,50,0,7,7,11,14,5,0,0,0,0,0,0,0,0,17021,3711,35,7.0,230,51,0,7,7,11,21,4,0,0,0,0,0,0,0,1,0,2.5714285714285716,2.5714285714285716,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4150808997,16561,4416,34,6.8,225,48,0,7,14,8,49,10,0,0,0,0,0,0,0,0,19814,3104,36,7.2,226,56,0,14,7,9,60,9,1,0,1,0,1,0,0,1,0,1.0714285714285714,3.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4114925991,17280,2664,35,7.0,231,50,0,7,6,9,23,3,0,0,0,0,0,0,0,0,15994,1969,33,6.6,221,58,0,6,7,8,56,5,0,0,0,0,0,0,0,0,0,2.6666666666666665,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4143914285,17737,4247,36,7.2,230,44,0,9,4,11,17,4,0,0,0,0,0,0,0,0,15692,2267,32,6.4,195,52,0,4,9,4,15,2,0,0,0,0,0,0,0,1,0,5.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4221044767,16081,2856,32,6.4,188,45,0,6,14,6,18,4,0,0,0,0,0,0,0,0,20295,3045,37,7.4,251,53,0,14,6,18,19,2,0,0,0,0,0,0,0,0,0,0.8571428571428571,5.333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4083253310,18133,4218,36,7.2,227,46,0,9,3,13,21,6,0,0,0,0,0,0,0,1,14294,1644,33,6.6,205,45,0,3,9,2,67,5,0,0,0,0,0,0,0,0,1,7.333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4204855363,16611,2191,34,6.8,203,64,0,6,14,7,15,3,0,0,0,0,0,0,0,0,20028,3128,38,7.6,192,62,0,14,6,17,61,5,0,0,0,0,0,0,0,0,0,0.9285714285714286,5.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4249454189,15450,4165,36,7.2,236,48,0,3,4,2,13,5,0,0,0,0,0,0,0,0,15573,2313,35,7.0,204,55,0,4,3,5,116,1,0,0,0,0,0,0,0,0,1,1.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4210115395,15031,2171,32,6.4,198,51,0,5,6,4,27,2,0,0,0,0,0,0,0,0,16814,3669,34,6.8,236,40,0,6,5,5,17,5,0,0,0,0,0,0,0,0,1,1.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4204860752,34916,5781,57,11.4,130,0,0,28,20,67,1,0,1,0,1,1,0,0,0,0,32206,3623,54,10.8,108,0,0,20,28,47,32,0,0,0,0,0,0,0,0,0,1,4.75,2.392857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4235143588,15215,3240,35,7.0,263,56,0,2,1,1,17,1,0,0,0,0,0,0,0,1,15253,2928,36,7.2,270,59,0,1,2,1,23,4,0,0,0,0,0,0,0,0,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4217348080,33389,4656,53,10.6,104,0,0,24,23,55,0,0,0,0,0,0,0,0,0,0,33522,4089,55,11.0,94,0,0,23,24,64,12,0,1,0,1,1,0,0,0,0,1,3.4347826086956523,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4190797745,17157,3587,35,7.0,197,52,0,9,4,10,20,7,0,0,0,0,0,0,0,0,15023,1223,32,6.4,188,52,0,4,9,6,17,3,0,0,0,0,0,0,0,0,1,4.75,1.1111111111111112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4244481955,14282,2287,33,6.6,203,48,0,3,5,2,17,4,0,0,0,0,0,0,0,0,17397,3062,35,7.0,258,59,0,5,3,6,23,6,0,0,0,0,0,0,0,1,0,1.0,3.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4227397618,13973,4523,34,6.8,244,36,0,1,2,0,23,8,0,0,0,0,0,0,0,0,14528,4103,34,6.8,217,39,0,2,1,4,27,6,0,0,0,0,0,0,0,0,0,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4077140802,16141,2841,34,6.8,252,55,0,4,6,9,25,3,0,0,0,0,0,0,0,0,15757,1867,34,6.8,204,53,0,6,4,5,15,4,0,0,0,0,0,0,0,0,1,2.1666666666666665,2.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4239199539,14709,5049,35,7.0,235,61,0,1,7,2,18,5,0,0,0,0,0,0,0,0,16367,4792,36,7.2,222,56,0,7,1,9,28,2,0,0,0,0,0,0,0,0,0,0.42857142857142855,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
