gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragnoType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragnoType,redDragon,redRiftHeralds
4228952659,1,17928,3538,35,7.0,258,72,0,7,1,6,18,5,0,0,[],0,0,0,0,0,0,[],0,1,0,13755,2550,32,6.4,225,54,0,1,7,0,13,3,0,0,[],0,0,0,0,0,0,[],0,0
4228244819,1,15267,1847,34,6.8,233,59,0,3,4,2,21,2,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,16184,2504,35,7.0,231,44,0,4,3,2,23,1,0,0,[],0,0,0,0,0,0,[],0,0
4227123625,0,16044,2959,33,6.6,266,62,0,1,4,3,18,8,0,0,[],0,0,0,0,0,0,[],0,1,1,15006,3171,34,6.8,230,45,0,4,1,5,116,5,0,0,[],0,0,0,0,0,0,[],0,0
4222795586,1,17805,2280,35,7.0,241,35,0,9,8,9,15,1,0,0,[],0,0,0,0,0,0,[],0,0,0,16712,3802,35,7.0,231,52,0,8,9,6,12,3,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,1
4222632382,0,15766,1686,34,6.8,224,44,0,5,6,10,18,5,0,0,[],0,0,0,0,0,0,[],0,0,1,16543,3668,34,6.8,245,52,0,6,5,6,24,5,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,1
4219736584,0,16999,2109,36,7.2,209,58,0,7,7,11,17,5,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,1,16484,2909,35,7.0,246,42,0,7,7,5,17,3,0,0,[],0,0,0,0,0,0,[],0,0
4219647531,1,20139,5374,37,7.4,214,68,0,10,5,23,53,3,1,0,['BOT_LANE'],1,0,0,1,0,1,['WATER_DRAGON'],1,1,0,16200,2210,33,6.6,235,52,0,5,10,8,16,4,0,0,[],0,0,0,0,0,0,[],0,0
4219545724,0,15392,4692,35,7.0,282,60,0,1,4,1,14,3,0,0,[],0,0,0,0,0,0,[],0,0,1,15536,3711,35,7.0,224,47,0,4,1,4,17,5,0,0,[],0,0,0,0,0,0,[],0,0
4219463634,1,17836,2311,35,7.0,213,47,0,10,6,16,15,3,0,0,[],0,0,0,0,0,0,[],0,0,0,16347,2072,34,6.8,207,44,0,6,10,7,52,3,0,0,[],0,0,0,0,0,0,[],0,0
4217069365,1,16316,4716,36,7.2,269,59,0,3,1,3,62,5,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,1,0,14358,3083,34,6.8,245,44,0,1,3,2,17,4,0,0,[],0,0,0,0,0,0,[],0,0
4216998163,0,16465,1290,37,7.4,248,63,0,5,8,1,25,7,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,1,18034,4659,35,7.0,229,40,0,8,5,13,71,5,0,0,[],0,0,0,0,0,0,[],0,0
4214820366,1,18392,5507,35,7.0,243,56,0,8,6,11,21,6,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,16426,2841,33,6.6,202,56,0,6,8,12,17,2,0,0,[],0,0,0,0,0,0,[],0,0
4208036316,0,15545,1535,35,7.0,232,59,0,3,3,4,34,3,0,0,[],0,0,0,0,0,0,[],0,1,1,16402,3027,35,7.0,265,57,0,3,3,5,16,7,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4205806443,1,16295,6090,35,7.0,241,44,0,6,4,8,28,3,0,0,[],0,0,0,0,0,0,[],0,0,0,16771,6076,34,6.8,242,48,0,4,6,9,17,5,0,0,[],0,0,0,0,0,0,[],0,0
4205778093,1,19222,1722,37,7.4,236,53,0,12,2,13,46,1,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,1,0,13586,1461,33,6.6,187,41,0,2,12,2,35,2,0,0,[],0,0,0,0,0,0,[],0,0
4205718397,1,16488,4138,36,7.2,226,56,0,6,4,4,41,4,0,0,[],0,0,0,0,0,0,[],0,0,0,16120,3570,34,6.8,250,51,0,4,6,2,43,4,0,0,[],0,0,0,0,0,0,[],0,1
4205609024,1,15880,1455,34,6.8,244,52,0,4,4,6,22,6,0,0,[],0,0,0,0,0,0,[],0,1,0,15890,1735,34,6.8,227,47,0,4,4,7,23,4,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4201063474,0,17060,4475,36,7.2,218,48,0,7,5,7,22,3,0,0,[],0,0,0,0,0,0,[],0,1,1,15570,4520,35,7.0,232,47,0,5,7,2,18,5,0,0,[],0,0,0,0,0,0,[],0,0
4201002719,0,15780,2425,35,7.0,209,58,0,4,9,4,17,4,0,0,[],0,0,0,0,0,0,[],0,1,1,17982,1297,36,7.2,241,49,0,9,4,12,18,3,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4200860184,1,16420,3270,35,7.0,233,49,0,6,7,6,19,2,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,17891,3661,35,7.0,244,52,0,7,6,6,23,5,0,0,[],0,0,0,0,0,0,[],0,0
4191943697,0,14800,3150,34,6.8,273,45,0,0,0,0,16,5,0,0,[],0,0,0,0,0,0,[],0,0,1,14697,3957,35,7.0,262,66,0,0,0,0,16,7,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,1
4191827488,0,16510,2110,33,6.6,206,45,0,7,12,8,15,5,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,1,18709,2459,36,7.2,213,48,0,12,7,17,21,3,0,0,[],0,0,0,0,0,0,[],0,0
4186297500,1,15525,3615,35,7.0,254,60,0,3,3,5,20,8,0,0,[],0,0,0,0,0,0,[],0,0,0,15603,2618,34,6.8,261,53,0,3,3,1,28,7,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4186224914,1,19052,1302,35,7.0,199,60,0,13,10,18,18,6,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,18464,3194,34,6.8,228,44,0,10,13,10,20,6,0,0,[],0,0,0,0,0,0,[],0,0
4186016838,1,16849,2024,35,7.0,231,48,0,7,3,10,40,3,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,0,14277,977,31,6.2,190,48,0,3,7,7,38,3,0,0,[],0,0,0,0,0,0,[],0,0
4185880938,1,17473,3508,35,7.0,254,53,0,7,5,11,18,4,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,0,15376,2341,35,7.0,221,46,0,5,7,6,65,2,0,0,[],0,0,0,0,0,0,[],0,0
4183509170,1,17086,1651,36,7.2,227,56,0,6,5,6,18,7,0,0,[],0,0,0,0,0,0,[],0,0,0,16615,1855,35,7.0,217,70,0,5,6,8,62,6,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4183404231,1,14917,2502,33,6.6,246,47,0,2,9,4,14,8,0,0,[],0,0,0,0,0,0,[],0,0,0,18873,3143,35,7.0,233,62,0,9,2,11,19,6,1,0,['BOT_LANE'],1,0,0,1,0,1,['FIRE_DRAGON'],1,1
4169877994,1,17871,3446,37,7.4,257,53,0,7,2,10,19,6,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,1,0,14825,1960,33,6.6,249,43,0,2,7,4,18,2,0,0,[],0,0,0,0,0,0,[],0,0
4169807983,1,15168,2913,36,7.2,241,50,0,3,5,4,38,25,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,0,15696,1931,35,7.0,211,46,0,5,3,5,69,4,0,0,[],0,0,0,0,0,0,[],0,1
4169722149,1,18528,4268,36,7.2,246,40,0,10,5,15,19,7,0,0,[],0,0,0,0,0,0,[],0,0,0,15575,1525,33,6.6,200,63,0,5,10,8,22,7,0,0,[],0,0,0,0,0,0,[],0,1
4169630150,1,16938,4013,36,7.2,266,72,0,4,2,6,40,7,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0,0,14648,2913,33,6.6,239,48,0,2,4,2,41,4,0,0,[],0,0,0,0,0,0,[],0,1
4163513474,0,14134,2759,33,6.6,221,48,0,2,7,1,16,4,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,1,17273,3358,34,6.8,222,46,0,7,2,11,19,2,0,0,[],0,0,0,0,0,0,[],0,1
4161051062,0,15293,2868,36,7.2,244,63,0,3,2,4,17,5,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,1,1,16281,6051,35,7.0,263,60,0,2,3,4,17,5,0,0,[],0,0,0,0,0,0,[],0,0
4160473191,0,15261,2869,33,6.6,206,40,0,3,7,5,30,4,0,0,[],0,0,0,0,0,0,[],0,1,1,16256,4986,35,7.0,238,50,0,7,3,5,24,10,0,0,[],0,0,0,0,0,0,[],0,0
4158940409,0,16402,3367,34,6.8,239,63,0,5,6,5,21,3,0,0,[],0,0,0,0,0,0,[],0,1,1,16797,2477,35,7.0,252,60,0,6,5,5,21,6,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4158792026,1,18571,3581,36,7.2,239,51,0,7,6,7,16,1,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,16802,807,34,6.8,219,47,0,6,7,7,21,2,1,0,['BOT_LANE'],1,0,0,1,0,0,[],0,0
4158690093,0,17212,3347,36,7.2,262,56,0,6,6,7,25,6,0,0,[],0,0,0,0,0,0,[],0,0,1,16491,3406,34,6.8,237,51,0,6,6,5,24,5,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4150560544,0,14848,3243,35,7.0,234,84,0,1,3,3,19,4,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,1,15457,3332,34,6.8,259,44,0,3,1,4,16,4,0,0,[],0,0,0,0,0,0,[],0,0
4150339701,1,17712,3012,36,7.2,239,51,0,8,3,10,18,4,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,1,0,14606,2886,35,7.0,223,42,0,3,8,7,69,6,0,0,[],0,0,0,0,0,0,[],0,0
4150233255,0,17164,2764,35,7.0,254,60,0,6,12,6,37,7,0,0,[],0,0,0,0,0,0,[],0,0,1,19164,2389,38,7.6,232,60,0,12,6,25,17,7,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,1
4150072840,1,16738,1938,33,6.6,213,50,0,7,5,11,21,5,0,0,[],0,0,0,0,0,0,[],0,0,0,15711,2261,34,6.8,226,46,0,5,7,6,21,6,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4141879503,1,16950,7870,36,7.2,285,56,0,4,2,7,19,7,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,14437,2087,36,7.2,229,44,0,2,4,4,64,5,0,0,[],0,0,0,0,0,0,[],0,0
4141536785,0,15790,2590,36,7.2,238,60,0,4,3,3,19,1,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,1,16283,2513,36,7.2,264,52,0,3,4,4,20,8,0,0,[],0,0,0,0,0,0,[],0,1
4139317309,0,14666,4866,35,7.0,248,53,0,1,4,1,17,4,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,1,1,15576,2849,33,6.6,231,44,0,4,1,7,17,5,0,0,[],0,0,0,0,0,0,[],0,0
4137337572,0,16424,2312,34,6.8,218,45,0,3,9,3,22,5,1,0,['BOT_LANE'],1,0,0,1,0,0,[],0,0,1,18179,4119,36,7.2,231,58,0,9,3,13,29,1,0,0,[],0,0,0,0,0,0,[],0,1
4137221905,1,15527,2902,36,7.2,242,64,0,2,5,2,19,3,0,0,[],0,0,0,0,0,0,[],0,0,0,16201,3391,37,7.4,247,52,0,5,2,3,30,11,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4136497029,0,14862,1567,33,6.6,231,46,0,3,9,3,40,6,0,0,[],0,0,0,0,0,0,[],0,0,1,18126,4651,35,7.0,233,42,0,9,3,14,44,7,0,0,[],0,0,0,0,0,0,[],0,1
4135625642,0,15586,2061,33,6.6,211,50,0,5,8,6,36,1,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,1,16847,3647,35,7.0,219,33,0,8,5,10,61,6,0,0,[],0,0,0,0,0,0,[],0,0
4135631513,0,14580,2585,34,6.8,189,55,0,2,4,3,36,4,0,0,[],0,0,0,0,0,0,[],0,0,1,16347,4277,35,7.0,237,60,0,4,2,5,63,4,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4135503804,1,16090,2170,34,6.8,228,38,0,6,5,5,20,3,0,0,[],0,0,0,0,0,0,[],0,0,0,16694,1674,36,7.2,244,58,0,5,6,5,15,4,0,0,[],0,0,0,0,0,0,[],0,0
4135463990,1,16545,1285,35,7.0,222,49,0,6,5,8,17,3,0,0,[],0,0,0,0,0,0,[],0,0,0,16281,1686,35,7.0,228,60,0,5,6,5,14,4,0,0,[],0,0,0,0,0,0,[],0,0
4132750156,1,16216,4051,34,6.8,227,55,0,5,2,8,20,5,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,1,0,14668,2103,33,6.6,220,44,0,2,5,3,20,2,0,0,[],0,0,0,0,0,0,[],0,0
4132662255,0,14501,3751,33,6.6,224,54,0,2,7,3,18,5,0,0,[],0,0,0,0,0,0,[],0,0,1,18293,3968,34,6.8,214,57,0,7,2,12,19,3,1,0,['BOT_LANE'],1,0,0,1,0,1,['AIR_DRAGON'],1,1
4131438536,0,17371,2645,34,6.8,249,38,0,7,6,8,25,4,0,0,[],0,0,0,0,0,0,[],0,0,1,16752,1647,34,6.8,219,49,0,6,7,11,20,9,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4131349884,0,16151,1301,35,7.0,240,56,0,5,5,6,21,5,0,0,[],0,0,0,0,0,0,[],0,0,1,15956,1806,34,6.8,241,52,0,5,5,7,17,7,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4131228269,1,15727,3547,34,6.8,251,45,0,4,2,4,37,4,0,0,[],0,0,0,0,0,0,[],0,0,0,15210,1715,34,6.8,246,55,0,2,4,3,15,4,0,0,[],0,0,0,0,0,0,[],0,0
4131183383,1,19971,3686,38,7.6,241,56,0,14,5,12,16,3,0,0,[],0,0,0,0,0,0,[],0,1,0,15766,4711,34,6.8,195,52,0,5,14,6,34,6,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4130838785,1,20269,3408,38,7.6,254,49,0,14,3,19,17,7,0,0,[],0,0,0,0,0,0,[],0,1,0,14931,2756,33,6.6,223,52,0,3,14,1,52,5,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4127304820,1,14724,1809,34,6.8,223,56,0,3,2,2,14,3,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,1,0,14226,3256,32,6.4,206,52,0,2,3,2,19,2,0,0,[],0,0,0,0,0,0,[],0,0
4127195860,1,18031,2046,35,7.0,210,43,0,10,8,13,15,8,0,0,[],0,0,0,0,0,0,[],0,0,0,17680,3580,34,6.8,212,68,0,8,10,13,22,5,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4127134706,0,13563,2228,31,6.2,185,44,0,2,8,1,31,1,0,0,[],0,0,0,0,0,0,[],0,0,1,18493,3802,36,7.2,259,68,0,8,2,13,12,5,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,1
4127017961,0,16621,3086,36,7.2,263,72,0,3,3,2,16,3,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0,1,15945,2455,34,6.8,246,56,0,3,3,2,89,5,0,0,[],0,0,0,0,0,0,[],0,1
4126859718,0,14545,3030,33,6.6,227,48,0,2,5,4,15,4,0,0,[],0,0,0,0,0,0,[],0,0,1,16225,4495,34,6.8,248,54,0,5,2,7,62,3,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4126778547,0,16870,3035,35,7.0,237,54,0,5,9,5,39,7,0,0,[],0,0,0,0,0,0,[],0,0,1,18797,2742,36,7.2,256,54,0,9,5,12,18,6,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4126741986,0,16140,2050,35,7.0,243,63,0,4,4,5,42,1,0,0,[],0,0,0,0,0,0,[],0,1,1,16020,2390,35,7.0,246,63,0,4,4,4,16,6,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4126486529,0,15766,3087,34,6.8,203,53,0,5,13,3,21,3,0,0,[],0,0,0,0,0,0,[],0,0,1,18000,2755,34,6.8,188,40,0,13,5,12,37,5,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0
4125363745,1,16240,3310,35,7.0,256,63,0,4,2,5,17,4,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,0,14933,2383,35,7.0,231,48,0,2,4,4,18,1,0,0,[],0,0,0,0,0,0,[],0,1
4125243537,0,15810,2835,36,7.2,256,60,0,3,5,2,17,4,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,1,16301,3026,35,7.0,224,64,0,5,3,6,90,2,0,0,[],0,0,0,0,0,0,[],0,0
4125181013,0,18502,1787,34,6.8,205,55,0,6,11,7,17,6,1,0,['TOP_LANE'],1,0,1,0,0,0,[],0,1,1,18110,3629,36,7.2,229,41,0,11,6,22,24,6,0,0,[],0,0,0,0,0,0,[],0,0
4124979926,0,15619,2739,35,7.0,260,39,0,4,9,4,17,7,0,0,[],0,0,0,0,0,0,[],0,0,1,18916,3766,35,7.0,235,59,0,9,4,11,34,7,0,0,[],0,0,0,0,0,0,[],0,0
4124953438,1,16331,2551,35,7.0,252,57,0,3,6,3,18,5,0,0,[],0,0,0,0,0,0,[],0,0,0,16312,2687,36,7.2,205,58,0,6,3,7,26,6,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4124850963,1,19901,1001,35,7.0,244,52,0,12,7,11,42,5,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,0,15800,1320,33,6.6,158,36,0,7,12,9,18,4,0,0,[],0,0,0,0,0,0,[],0,0
4124417063,1,17804,4894,35,7.0,218,60,0,9,4,13,16,3,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,0,15312,2802,33,6.6,218,47,0,4,9,3,17,3,0,0,[],0,0,0,0,0,0,[],0,0
4124110363,1,16728,5328,35,7.0,242,56,0,5,5,12,43,5,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,0,16630,2865,35,7.0,247,55,0,5,5,9,42,8,0,0,[],0,0,0,0,0,0,[],0,0
4124060029,0,16648,2942,33,6.6,198,42,0,7,11,11,27,3,0,0,[],0,0,0,0,0,0,[],0,0,1,19185,5305,36,7.2,246,57,0,11,7,14,43,7,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4120640812,1,16460,2305,35,7.0,222,46,0,7,5,8,21,4,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,0,15648,2488,34,6.8,208,48,0,5,7,8,16,3,0,0,[],0,0,0,0,0,0,[],0,0
4120513018,1,15490,2550,36,7.2,260,61,0,2,2,2,41,9,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,0,0,15485,2785,36,7.2,258,66,0,2,2,2,40,9,0,0,[],0,0,0,0,0,0,[],0,0
4120336083,1,14246,2551,33,6.6,215,52,0,2,4,3,23,6,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,1,0,15965,2265,34,6.8,250,52,0,4,2,6,17,7,0,0,[],0,0,0,0,0,0,[],0,0
4120244000,0,15705,5575,34,6.8,252,64,0,2,7,4,17,0,0,0,[],0,0,0,0,0,1,['EARTH_DRAGON'],1,1,1,18509,3204,37,7.4,273,59,0,7,2,9,74,7,0,0,[],0,0,0,0,0,0,[],0,0
4118590836,1,16329,2159,36,7.2,246,66,0,4,3,9,92,1,0,0,[],0,0,0,0,0,0,[],0,1,0,15661,2936,34,6.8,238,59,0,3,4,4,13,4,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4118495113,0,15572,3452,35,7.0,226,65,0,3,8,4,19,3,0,0,[],0,0,0,0,0,0,[],0,0,1,17580,3860,36,7.2,243,52,0,8,3,10,15,4,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4118432488,0,16282,3395,33,6.6,237,40,0,6,11,10,25,6,0,0,[],0,0,0,0,0,0,[],0,0,1,18084,2659,34,6.8,208,43,0,11,6,19,130,11,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0
4118306793,0,17616,4840,34,6.8,225,45,0,8,3,12,18,5,0,0,[],0,0,0,0,0,0,[],0,0,1,17205,5430,34,6.8,256,63,0,3,8,5,22,4,1,0,['BOT_LANE'],2,1,0,1,0,0,[],0,1
4105344112,0,13957,1882,31,6.2,181,27,0,4,11,5,18,2,0,0,[],0,0,0,0,0,0,[],0,0,1,19120,5540,36,7.2,251,52,0,11,4,15,22,6,0,0,[],0,0,0,0,0,0,[],0,1
4104917522,1,16128,3023,36,7.2,269,45,0,3,2,4,43,3,0,0,[],0,0,0,0,0,0,[],0,1,0,15697,2322,35,7.0,271,73,0,2,3,3,51,9,0,0,[],0,0,0,0,0,0,[],0,0
4104540446,0,15559,2934,34,6.8,237,50,0,3,5,1,14,5,0,0,[],0,0,0,0,0,0,[],0,1,1,16162,1787,34,6.8,221,57,0,5,3,10,16,6,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0
4104397715,0,17545,4255,33,6.6,208,48,0,9,4,8,18,4,0,0,[],0,0,0,0,0,0,[],0,0,1,16334,3279,34,6.8,242,55,0,4,9,4,34,6,0,0,[],0,0,0,0,0,0,[],0,0
4241563962,0,16293,2628,35,7.0,230,64,0,5,12,7,17,5,0,0,[],0,0,0,0,0,0,[],0,1,1,18715,2340,37,7.4,237,43,0,12,5,14,23,3,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4241451592,0,17778,2033,34,6.8,202,55,0,10,7,14,50,8,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,1,17476,2966,35,7.0,252,52,0,7,10,8,17,6,0,0,[],0,0,0,0,0,0,[],0,0
4240992890,1,17454,2679,36,7.2,227,52,0,7,4,7,15,2,0,0,[],0,0,0,0,0,1,['WATER_DRAGON'],1,0,0,15604,2809,36,7.2,247,48,0,4,7,3,16,3,0,0,[],0,0,0,0,0,0,[],0,0
4240660159,1,19647,5972,37,7.4,239,51,0,9,4,7,17,9,1,0,['TOP_LANE'],1,0,1,0,0,1,['FIRE_DRAGON'],1,0,0,14236,3101,32,6.4,175,39,0,4,9,3,37,5,0,0,[],0,0,0,0,0,0,[],0,0
4240354239,1,16444,2509,36,7.2,250,58,0,3,1,3,14,4,0,0,[],0,0,0,0,0,0,[],0,0,0,13867,2207,35,7.0,186,53,0,1,3,1,13,3,0,0,[],0,0,0,0,0,0,[],0,0
4240138715,0,16181,2041,35,7.0,219,41,0,7,9,2,16,2,0,0,[],0,0,0,0,0,0,[],0,0,1,18080,1375,35,7.0,223,70,0,9,7,7,19,5,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
4239979256,0,15933,2848,34,6.8,212,45,0,6,7,2,16,6,0,0,[],0,0,0,0,0,1,['AIR_DRAGON'],1,0,1,16812,3012,35,7.0,221,52,0,7,6,7,20,5,0,0,[],0,0,0,0,0,0,[],0,0
4239909363,1,15931,2393,34,6.8,225,47,0,5,3,3,19,3,0,0,[],0,0,0,0,0,0,[],0,0,0,16622,3452,33,6.6,239,39,0,3,5,3,25,4,1,0,['BOT_LANE'],1,0,0,1,0,1,['AIR_DRAGON'],1,1
4239844329,0,15691,4616,35,7.0,252,62,0,2,7,1,14,8,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0,1,17614,3799,36,7.2,243,44,0,7,2,7,27,4,0,0,[],0,0,0,0,0,0,[],0,1
4237076217,1,16462,2742,35,7.0,231,36,0,7,3,7,17,6,0,0,[],0,0,0,0,0,0,[],0,0,0,15187,2487,36,7.2,222,64,0,3,7,2,61,5,0,0,[],0,0,0,0,0,1,['FIRE_DRAGON'],1,0
